Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/reward_dist Max,eval/env_infos/final/reward_dist Mean,eval/env_infos/final/reward_dist Min,eval/env_infos/final/reward_dist Std,eval/env_infos/initial/reward_dist Max,eval/env_infos/initial/reward_dist Mean,eval/env_infos/initial/reward_dist Min,eval/env_infos/initial/reward_dist Std,eval/env_infos/reward_dist Max,eval/env_infos/reward_dist Mean,eval/env_infos/reward_dist Min,eval/env_infos/reward_dist Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/reward_dist Max,expl/env_infos/final/reward_dist Mean,expl/env_infos/final/reward_dist Min,expl/env_infos/final/reward_dist Std,expl/env_infos/initial/reward_dist Max,expl/env_infos/initial/reward_dist Mean,expl/env_infos/initial/reward_dist Min,expl/env_infos/initial/reward_dist Std,expl/env_infos/reward_dist Max,expl/env_infos/reward_dist Mean,expl/env_infos/reward_dist Min,expl/env_infos/reward_dist Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/Bellman Errors Max,trainer/Bellman Errors Mean,trainer/Bellman Errors Min,trainer/Bellman Errors Std,trainer/Policy Action Max,trainer/Policy Action Mean,trainer/Policy Action Min,trainer/Policy Action Std,trainer/Policy Loss,trainer/Preactivation Policy Loss,trainer/Q Predictions Max,trainer/Q Predictions Mean,trainer/Q Predictions Min,trainer/Q Predictions Std,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/QF Loss,trainer/Raw Policy Loss
0,0,0.00713147,1.0221063e-05,-0.010030208,0.0014684132,0.4245631520992495,5,0.9995641469415324,0.4245631520992495,0.0870641907926598,0.36356942393306196,0.06484565590667667,0.021228157604962473,0.00016326735441761343,0.020707153149907027,0.050756226964740796,0.018257382393400037,0.00016326735441761343,0.018958809973586094,0.05082040378629192,0.025755456184233666,0.0026997683602716497,0.01797577542237561,0.06484565590667667,0.021228157604962473,0.00016326735441761343,0.020707153149907027,5,100,20,20.0,20,0.0,1.0,-0.034613384877344465,-1.0,0.4979492129325493,0.2016582115534719,25,2.5540508396174753,0.2016582115534719,0.009046921870849071,0.4870621363693517,0.7292660277053021,0.010082910577673599,4.198708917228696e-08,0.05404780091960594,0.6670462766690074,0.033886203683682836,1.5029148415752597e-06,0.13038467086811997,0.06632520176540414,0.013393837903505162,3.726292915315687e-05,0.0175831772242331,0.7292660277053021,0.010082910577673599,4.198708917228696e-08,0.05404780091960594,525,10500,20,20.0,20,0.0,10500,0.0021523209998122184,163.12298523100026,136.26078369100014,6.778172729999824,0.002425127000151406,0.004785660999914398,167.70532516100002,20.074665701000413,100.01711,0.85696065,9.112719e-15,8.962188,0.010524002,-4.0101557e-05,-0.016838733,0.0020738814,-0.0010225648,0.0,0.0036808338,0.0010257999,-0.0031849695,0.0009220564,10.000504,0.112956315,-0.0023788789,0.91885954,0.8569606,-0.0010225648
1,1,1.0,-0.2527991,-1.0,0.9364433,0.040607043497367726,5,0.08082487183501241,0.040607043497367726,0.016046893704203945,0.022903648750859214,0.03295128807525117,0.002030352174868386,4.2676156099459815e-18,0.0057874393464493945,0.0007969837797869885,0.00015939675605741144,4.2676156099459815e-18,0.0003187935118647885,0.0317836731967515,0.012561629976717597,0.00016834554304631,0.014499144240846137,0.03295128807525117,0.002030352174868386,4.2676156099459815e-18,0.0057874393464493945,10,200,20,20.0,20,0.0,1.0,-0.20369916193055584,-1.0,0.7921494720649954,0.21226661879173356,25,3.1074995987860556,0.21226661879173356,0.009567536935014533,0.607654663120706,0.28738195372445446,0.010613330939586677,4.839507184955991e-16,0.04211747756361347,0.1701381146629532,0.006827092087779096,4.839507184955991e-16,0.033335760756102645,0.07255781722758765,0.014764463405347952,2.1490365786323617e-05,0.018076214820095665,0.28738195372445446,0.010613330939586677,4.839507184955991e-16,0.04211747756361347,550,11000,20,20.0,20,0.0,11000,0.0016073980000328447,23.281229399999575,0.8130961249999018,4.539023824999731,0.010141610000118817,0.0014426570000978245,190.99048049300018,17.915917784999692,364.37262,9.758654,1.6526465e-06,20.771624,1.0,-0.26782617,-1.0,0.9428868,-37.915215,0.0,46.79958,29.754696,19.885815,4.7234573,51.93243,29.572376,17.955517,5.5051847,9.758654,-37.915215
2,2,1.0,-0.12031001,-1.0,0.9842759,0.03158999779021691,5,0.10856465257222055,0.03158999779021691,0.009139974676943632,0.03858026061499402,0.05482245048611241,0.0015794998895108452,4.19877577168478e-15,0.006328356924474541,3.7557125397212064e-13,1.1975452982985909e-13,4.19877577168478e-15,1.3336506723789395e-13,0.017689393214003618,0.005668525739414125,4.4704389373323295e-05,0.006438688352421178,0.05482245048611241,0.0015794998895108452,4.19877577168478e-15,0.006328356924474541,15,300,20,20.0,20,0.0,1.0,-0.08850392803237556,-1.0,0.839132766630247,1.0221854681491889,25,23.827569623837917,1.0221854681491889,0.005344017278366583,4.656124571891397,2.3488750479007314,0.05110927340745945,2.5071467820568032e-14,0.2549011341514699,1.2748025368445035,0.05114738938653275,2.5071467820568032e-14,0.2497784201479865,0.07079014209496282,0.017604651545761685,7.622200726608657e-05,0.021298458196299965,2.3488750479007314,0.05110927340745945,2.5071467820568032e-14,0.2549011341514699,575,11500,20,20.0,20,0.0,11500,0.0016155389998857572,9.663440767999873,0.9077436070001568,4.797148473000107,0.0020968419999007892,0.010096150000208581,200.6562043230001,3.9447401569996146,361.025,9.806742,1.4118632e-07,21.87625,1.0,-0.13404275,-1.0,0.9886582,-37.39923,0.0,57.284065,35.107536,16.752941,6.8259373,64.32631,35.047398,15.3192625,7.6367526,9.806742,-37.39923
3,3,1.0,-0.13776308,-1.0,0.98719794,0.022950994269184632,5,0.08186898545434187,0.022950994269184632,0.0064087832453116915,0.02949665072855226,0.03987020237448862,0.0011475497134592315,3.9336205233782514e-13,0.004929714957325916,2.5890984730726005e-11,5.5183369392523296e-12,3.9336205233782514e-13,1.0186363993133018e-11,0.027632229264017052,0.0064629934149454185,0.0001595934152155146,0.01062351470488954,0.03987020237448862,0.0011475497134592315,3.9336205233782514e-13,0.004929714957325916,20,400,20,20.0,20,0.0,1.0,-0.1121302000178911,-1.0,0.8492698876728676,2.6962763710283313,25,46.284422619880026,2.6962763710283313,0.002803025422477775,9.67617578975504,4.3148528990455315,0.13481381855141655,2.910945586030639e-14,0.5234026233632727,2.1282714155263687,0.13404180853786932,2.910945586030639e-14,0.46819020598491096,0.1346829574711327,0.01930190869856364,5.982540758627617e-05,0.030556336560072575,4.3148528990455315,0.13481381855141655,2.910945586030639e-14,0.5234026233632727,600,12000,20,20.0,20,0.0,12000,0.002999731999807409,31.452740343000187,0.740482443000019,5.400343823000185,0.0030269620001490694,0.0050322739998591715,232.1106422480002,25.300855109000167,188.81741,4.0109196,1.7607817e-09,9.00557,1.0,-0.13213359,-1.0,0.9893175,-30.244724,0.0,51.169445,29.636494,14.15501,4.802954,54.33018,29.578907,12.180343,5.204379,4.010919,-30.244724
4,4,1.0,-0.4874411,-1.0,0.86890537,6.97032013944973,5,34.81556832812205,6.97032013944973,0.004649342832347203,13.922625523511213,3.2556439249507747,0.34851600697248647,2.46297902366748e-13,0.8528342629082994,0.3754265137849212,0.07508530275729626,2.46297902366748e-13,0.15017060551381248,0.045583137274909036,0.014561897326804591,0.002928811700234875,0.016427935638674555,3.2556439249507747,0.34851600697248647,2.46297902366748e-13,0.8528342629082994,25,500,20,20.0,20,0.0,1.0,-0.3760764117408559,-1.0,0.7549055552762679,0.5900272710359833,25,12.831831690120948,0.5900272710359833,0.0010923681458981421,2.502022330396575,1.5386905503485697,0.02950136355179916,3.644791676245185e-14,0.17018464141002593,1.019912635710343,0.04079988466281189,3.644791676245185e-14,0.19986055407403483,0.05613058985834669,0.016143739841062283,8.916661689803817e-05,0.016474168368340533,1.5386905503485697,0.02950136355179916,3.644791676245185e-14,0.17018464141002593,625,12500,20,20.0,20,0.0,12500,0.0021684690000256523,15.160260911000023,1.5896503130002202,6.295326796000154,0.0023665909998271673,0.0009947349999492872,247.27499407099958,7.269754006999847,94.690636,4.2217007,9.094947e-09,7.786005,1.0,-0.4498228,-1.0,0.8906452,-35.512264,0.0,55.89062,34.13341,5.469871,5.4976344,60.087364,34.121437,2.5395691,5.751193,4.2217007,-35.512264
5,5,1.0,-0.05132945,-1.0,0.97528964,0.5304594237820643,5,1.0331296287248775,0.5304594237820643,0.31510492118369055,0.2557254972063785,0.6144127175950471,0.02652297118910321,3.934241654257069e-12,0.07094923184728574,3.286481541742779e-10,1.1385403172330253e-10,1.0958762462429725e-11,1.223526891229405e-10,0.014692000765603699,0.007745984122733897,0.000808332931000777,0.005073744912057842,0.6144127175950471,0.02652297118910321,3.934241654257069e-12,0.07094923184728574,30,600,20,20.0,20,0.0,1.0,-0.022317994031994373,-1.0,0.8201053718114177,0.7672506704752645,25,5.76123952644741,0.7672506704752645,0.07151324863693481,1.134756368996512,1.063150888210483,0.038362533523763225,1.2354264618217695e-12,0.1148273955915802,0.06410617477669225,0.0026234552145839173,1.2354264618217695e-12,0.012553452736492703,0.044658156702059915,0.02150008553233875,0.00014915290170299612,0.013825579667632457,1.063150888210483,0.038362533523763225,1.2354264618217695e-12,0.1148273955915802,650,13000,20,20.0,20,0.0,13000,0.0021792039997308166,34.563369027000135,0.9754989869998099,6.382935050000015,0.002347293000184436,0.001147577000210731,281.8421568859999,27.199260916000185,197.54678,5.8297977,1.2238161e-08,14.838211,1.0,-0.014055888,-1.0,0.9842661,-52.829674,0.0,75.84757,48.053474,19.197647,7.7574716,80.39488,48.046646,18.120815,8.157324,5.829797,-52.829674
6,6,1.0,-0.008619495,-1.0,0.96942735,0.48061175288629093,5,1.2358808339295257,0.48061175288629093,0.11033877427958366,0.4034102712917181,1.0856408145693366,0.02403058764431455,2.2297510559262375e-09,0.11277220276998298,3.394457040453479e-06,7.252033070743288e-07,2.2297510559262375e-09,1.3362102928830112e-06,0.03379946591579927,0.021485085934363705,0.0068557076046407255,0.011150896286899966,1.0856408145693366,0.02403058764431455,2.2297510559262375e-09,0.11277220276998298,35,700,20,20.0,20,0.0,1.0,-0.005116292796270481,-1.0,0.8247256092088722,0.4965760808240043,25,4.345931667462468,0.4965760808240043,0.014101452590564953,0.8491987539921068,4.071542184073831,0.024828804041200216,4.454359323687524e-14,0.190578456682992,0.29406543404900026,0.011813121217975979,4.454359323687524e-14,0.05761471741053152,0.0643059071494493,0.02270753843108787,0.005282477760261096,0.015686067171453145,4.071542184073831,0.024828804041200216,4.454359323687524e-14,0.190578456682992,675,13500,20,20.0,20,0.0,13500,0.0021592100001726067,36.88642458300046,0.6756169850000333,4.49335751100034,0.0024820450003062433,0.0011210369998480019,318.73241627100015,31.71168779499976,314.85587,3.5713844,7.7547156e-08,11.292482,1.0,0.04432315,-1.0,0.9626448,-39.748108,0.0,58.453094,37.853745,16.425922,4.717816,61.213764,37.735306,16.932203,5.1065593,3.5713844,-39.748108
7,7,1.0,0.011016234,-1.0,0.9780673,1.0171688044841103,5,1.917020670979178,1.0171688044841103,0.1912248729382314,0.6615307642195809,1.5822020564638508,0.050858440224205534,2.8650163713685532e-11,0.19890514776766763,0.018583861541817803,0.005072241739431789,2.8650163713685532e-11,0.007247233457997498,0.022302715628009236,0.014844264966244807,0.008642327470846329,0.004745890864713042,1.5822020564638508,0.050858440224205534,2.8650163713685532e-11,0.19890514776766763,40,800,20,20.0,20,0.0,1.0,0.02286412712064049,-1.0,0.8327553455105676,1.0200920015252521,25,6.124522816064576,1.0200920015252521,0.16987406284145765,1.3197437649069668,3.4821895102947518,0.051004600076262625,1.0886838513349016e-13,0.2200889827621655,1.2405870810159618,0.0573096419557253,1.0886838513349016e-13,0.24300814846243393,0.45795218795258663,0.0380153929399377,0.0020574022964969,0.08660821503112472,3.4821895102947518,0.051004600076262625,1.0886838513349016e-13,0.2200889827621655,700,14000,20,20.0,20,0.0,14000,0.0016132069999912346,30.83165278999968,0.7840977979999479,4.764251434000016,0.0022842959997433354,0.0010146899999199377,349.568041859,25.27839136500006,359.1981,5.4935846,3.934838e-08,20.000427,1.0,-0.034920674,-1.0,0.98303884,-38.65753,0.0,70.82491,36.0867,10.657498,7.232727,75.817604,36.04608,8.321895,7.7564197,5.4935846,-38.65753
8,8,1.0,0.16303793,-1.0,0.9614122,0.34367040132826465,5,0.8735086779773492,0.34367040132826465,0.11894408801896857,0.2758938567172651,0.49000701516594913,0.017183520066413226,2.115060590453028e-13,0.05123458613600336,0.003396703546950446,0.0014120344018875093,2.115060590453028e-13,0.0012870596493213444,0.048177330197130386,0.02645278104318475,0.007813713368522964,0.013779096266507732,0.49000701516594913,0.017183520066413226,2.115060590453028e-13,0.05123458613600336,45,900,20,20.0,20,0.0,1.0,0.13824207579434794,-1.0,0.8055953019279641,5.990564800971498,25,110.25255267241263,5.990564800971498,0.05799489567362311,21.88182704417605,10.0,0.29952824004857487,8.843651342802619e-14,1.492740280283507,10.0,0.44522625743537153,8.843651342802619e-14,1.9543492312002062,0.08623611911656306,0.02923603745035844,0.005463387890102331,0.021312285047042252,10.0,0.29952824004857487,8.843651342802619e-14,1.492740280283507,725,14500,20,20.0,20,0.0,14500,0.002986136999879818,20.295926660000077,0.6708848100001887,5.763875200000257,0.0023809539998183027,0.0010758899998108973,369.871798056,13.854723669000123,184.58382,4.197442,3.3527613e-08,10.757071,1.0,0.16871326,-1.0,0.9621884,-25.089836,0.0,54.981056,24.271084,4.1344647,5.0915623,54.57924,24.241377,3.8870656,5.4769726,4.197442,-25.089836
9,9,1.0,0.07082676,-1.0,0.9457111,1.0461623711076329,5,3.208143648943097,1.0461623711076329,0.13126567072675288,1.1158643970905315,3.062269684941244,0.05230811855538164,2.9842605335620766e-12,0.30719978584125934,0.007253494755779972,0.0018487603215756707,2.9842605335620766e-12,0.0028066177119073915,0.06155805569161541,0.02662092975309328,0.008839497203085227,0.019813919127537907,3.062269684941244,0.05230811855538164,2.9842605335620766e-12,0.30719978584125934,50,1000,20,20.0,20,0.0,1.0,0.08292826250555366,-1.0,0.81210104856962,3.691263261585334,25,51.12068600023441,3.691263261585334,0.08383001720353271,10.599408989184825,10.0,0.1845631630792667,1.232178321516964e-13,1.0246566926450276,10.0,0.4244448219632939,1.232178321516964e-13,1.9556053206985522,0.06894279382088647,0.030814498940869472,0.0024653574713871264,0.019244959997993284,10.0,0.1845631630792667,1.232178321516964e-13,1.0246566926450276,750,15000,20,20.0,20,0.0,15000,0.0021941929999229615,28.605024463000518,0.8759883380002975,6.488700804000018,0.0029983579997860943,0.0012860840001849283,398.4807553859996,21.23385668600031,617.33075,14.200186,5.762704e-07,34.756584,1.0,0.09019182,-1.0,0.9678525,-44.979034,0.0,86.39452,39.70121,8.352753,9.576413,87.070335,39.69941,1.7533145,10.360532,14.200185,-44.979034
