Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/reward_dist Max,eval/env_infos/final/reward_dist Mean,eval/env_infos/final/reward_dist Min,eval/env_infos/final/reward_dist Std,eval/env_infos/initial/reward_dist Max,eval/env_infos/initial/reward_dist Mean,eval/env_infos/initial/reward_dist Min,eval/env_infos/initial/reward_dist Std,eval/env_infos/reward_dist Max,eval/env_infos/reward_dist Mean,eval/env_infos/reward_dist Min,eval/env_infos/reward_dist Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/reward_dist Max,expl/env_infos/final/reward_dist Mean,expl/env_infos/final/reward_dist Min,expl/env_infos/final/reward_dist Std,expl/env_infos/initial/reward_dist Max,expl/env_infos/initial/reward_dist Mean,expl/env_infos/initial/reward_dist Min,expl/env_infos/initial/reward_dist Std,expl/env_infos/reward_dist Max,expl/env_infos/reward_dist Mean,expl/env_infos/reward_dist Min,expl/env_infos/reward_dist Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Min,trainer/Bellman Errors 2 Std,trainer/Policy Action Max,trainer/Policy Action Mean,trainer/Policy Action Min,trainer/Policy Action Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss
0,0,9.613736e-05,1.7054712e-05,-5.487845e-05,3.1692693e-05,0.42679759201571016,10,1.5708502624140916,0.42679759201571016,0.0019024146222950122,0.49718498075709505,0.19161934487276744,0.010669939800392754,0.0,0.03173030141191159,8.816762675500911e-08,8.816762675500911e-09,0.0,2.6450288026502732e-08,0.0,0.0,0.0,0.0,0.19161934487276744,0.010669939800392754,0.0,0.03173030141191159,10,400,40,40.0,40,0.0,0.3434908738044535,-0.0012506327809323696,-0.37398932538421076,0.10015074214249943,0.439380439953073,50,2.0657622552247092,0.439380439953073,0.0,0.5569566290491668,0.233524070290277,0.010984510998826828,0.0,0.033610147598866894,6.840727562185123e-08,1.3681455124370246e-09,0.0,9.577018587059173e-09,0.0033659029914896443,9.721842577827821e-05,0.0,0.0005029680937120167,0.233524070290277,0.010984510998826828,0.0,0.033610147598866894,50,2000,40,40.0,40,0.0,2000,0.005809196998598054,25.805000043983455,3.3144742220029,18.24311156499607,0.007941567993839271,0.003403344002435915,29.04670443094801,4.230260147989611,0.05447801,0.0012518363,3.4423948e-16,0.004997327,0.054489627,0.0012532984,1.2835607e-15,0.0050011035,0.00010535598,1.6720714e-05,-7.533116e-05,3.1500684e-05,-0.00015476372,0.23348726,0.010948583,-0.00056359585,0.033662062,0.00025852135,4.726313e-05,-8.602643e-05,5.0567458e-05,0.0001772102,1.2958151e-06,-0.00017453592,5.0794803e-05,0.0012518363,0.0012532985
1,1,0.99832326,0.31506068,-0.99783355,0.9131378,0.12727382513741553,10,0.29927742182333206,0.12727382513741553,0.07815825470734783,0.06491970737110148,0.03608049737915486,0.003181845628435388,0.0,0.004726780689355161,0.03608049737915486,0.014773506103800616,0.0020891275389960384,0.009064042349428434,0.0,0.0,0.0,0.0,0.03608049737915486,0.003181845628435388,0.0,0.004726780689355161,20,800,40,40.0,40,0.0,1.0,0.3060152112480866,-1.0,0.8885480435592554,0.19768225315611634,50,0.4666382776776641,0.19768225315611634,0.09747857630205758,0.09524946673003547,0.05079160397556515,0.004942056328902909,0.0,0.007708367824899332,0.05079160397556515,0.02268604904444952,0.0,0.012387668271781758,0.002566456159305508,0.00034197233926886117,0.0,0.0006848849052683194,0.05079160397556515,0.004942056328902909,0.0,0.007708367824899332,100,4000,40,40.0,40,0.0,4000,0.005982226997730322,26.448234887997387,3.674314210002194,18.937035487004323,0.004025660004117526,0.011420401991927065,55.49798210692825,3.815456901997095,0.13794425,0.030677773,1.7746604e-10,0.03199956,0.07210022,0.014154883,2.2032376e-13,0.014795451,0.99854547,0.314199,-0.9981104,0.9111025,-0.31268758,0.35244936,0.10227297,0.034793384,0.04293795,0.4815575,0.22328825,0.053766042,0.14448166,0.38757235,0.18346481,0.055956706,0.105107725,0.030677771,0.014154883
2,2,0.99996847,0.33263648,-0.9997427,0.9364703,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1200,40,40.0,40,0.0,1.0,0.31909001098217116,-1.0,0.9041344148924743,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,6000,40,40.0,40,0.0,6000,0.0057313959987368435,23.030596704003983,3.182053021999309,16.11071470299794,0.006279613997321576,0.0023834160092519596,78.53041363191733,3.7234345530014252,0.3215834,0.057361487,2.6828708e-09,0.082254276,0.24067937,0.042284645,1.8932411e-11,0.060321767,0.99999964,0.33287993,-0.99999344,0.9389868,-0.86584866,0.809535,0.50149757,0.3399162,0.069788285,1.0439897,0.6347443,0.40840483,0.20777622,0.97484255,0.6151079,0.416912,0.17986204,0.057361484,0.042284645
3,3,0.99999213,0.33344874,-0.99991506,0.94041646,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1600,40,40.0,40,0.0,1.0,0.3195910923791228,-1.0,0.9065591482056878,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,8000,40,40.0,40,0.0,8000,0.005832188995555043,23.365935787005583,3.1721532820083667,16.355148356000427,0.007353826003964059,0.002723154000705108,101.89818195292901,3.822724979996565,0.025143364,0.0007270797,2.4016344e-12,0.0014697792,0.02669722,0.00070546987,8.185452e-12,0.0014397821,0.99999994,0.33341232,-0.9999983,0.94127953,-0.44141263,0.6946272,0.43801415,0.3392302,0.040518526,0.5709587,0.43762138,0.38017687,0.031027192,0.58115554,0.43772355,0.3849368,0.030600732,0.00072707963,0.00070546987
4,4,0.9999975,0.33341333,-0.999972,0.9418781,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2000,40,40.0,40,0.0,1.0,0.320012155623397,-1.0,0.9058349112777425,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,10000,40,40.0,40,0.0,10000,0.005937287001870573,23.26927902297757,3.2312550069909776,16.089237192994915,0.005248831992503256,0.0024030600034166127,125.170353070891,3.935197643993888,0.021530218,0.00041557837,4.863665e-10,0.0010571723,0.022140788,0.00040281517,1.5948132e-11,0.0010129523,1.0,0.33339444,-0.9999996,0.94212,-0.43280417,0.6809064,0.42877674,0.3385652,0.033827905,0.5664489,0.42856103,0.37507218,0.027577382,0.58517736,0.42868766,0.3753342,0.027567638,0.00041557837,0.00040281517
5,5,0.9999991,0.333359,-0.9999908,0.94246095,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2400,40,40.0,40,0.0,1.0,0.31973214536367817,-1.0,0.9064420890881535,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,12000,40,40.0,40,0.0,12000,0.0067297290079295635,23.076169541003765,3.144329286995344,15.849284444993827,0.005260381003608927,0.0024091149971354753,148.2483826719108,4.068156584005919,0.018400416,0.00032829397,9.979573e-12,0.0008878276,0.018432511,0.0003162479,1.0552448e-11,0.00084976107,1.0,0.33335343,-0.9999999,0.94254243,-0.42667532,0.6764459,0.42431116,0.34175494,0.03165175,0.560609,0.42427137,0.37091705,0.025761204,0.5775041,0.42469573,0.3728727,0.025912182,0.00032829397,0.00031624793
6,6,0.99999946,0.3333444,-0.99999505,0.94262296,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,2800,40,40.0,40,0.0,1.0,0.31970413786707147,-1.0,0.9077661662206841,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,14000,40,40.0,40,0.0,14000,0.005851901005371474,22.90851889901387,3.200457147002453,15.728534219000721,0.005404935000115074,0.002323485998203978,171.15874409292883,3.9659472110070055,0.019474702,0.0002616563,2.877698e-13,0.0007385353,0.020683667,0.0002449731,6.05036e-11,0.00068175246,1.0,0.33334184,-0.99999994,0.9426705,-0.42039728,0.6510075,0.4188881,0.34396818,0.028176658,0.5639552,0.41950387,0.3679557,0.023103725,0.5743936,0.4191988,0.3672502,0.023151483,0.0002616563,0.0002449731
7,7,0.9999997,0.33333394,-0.9999975,0.94270194,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,3200,40,40.0,40,0.0,1.0,0.3196838841767474,-1.0,0.9069146657800641,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,16000,40,40.0,40,0.0,16000,0.005888788000447676,23.09995212299691,3.2704648969956907,15.86041775099875,0.005440480003017001,0.0024509369977749884,194.26154080490232,3.9552892700012308,0.017719442,0.00021161535,5.551115e-11,0.00075062114,0.018096117,0.00019862542,3.206324e-11,0.0006870814,1.0,0.33333388,-1.0,0.9427287,-0.4092538,0.6546475,0.40945184,0.34485477,0.025894936,0.5679016,0.40887636,0.3637899,0.020797422,0.603106,0.40898943,0.36566275,0.021291528,0.00021161535,0.00019862542
8,8,0.99999976,0.33333117,-0.9999984,0.94273984,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,3600,40,40.0,40,0.0,1.0,0.3206363990824381,-1.0,0.9070482230636738,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,18000,40,40.0,40,0.0,18000,0.0060438530053943396,23.328903115994763,3.292272430000594,15.75507390400162,0.00544461200479418,0.0023650419898331165,217.5932559439243,4.267703274992527,0.02255083,0.00015380254,5.1159077e-13,0.00058438233,0.021306638,0.00014568056,5.551115e-13,0.0005172209,1.0,0.3333316,-1.0,0.9427553,-0.39687937,0.58231026,0.3962174,0.34162632,0.021600667,0.5284594,0.39627868,0.35090548,0.018427186,0.5223524,0.39621097,0.35068786,0.018286528,0.00015380254,0.00014568056
9,9,0.9999998,0.33333164,-0.99999875,0.94275767,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4000,40,40.0,40,0.0,1.0,0.3197438540539057,-1.0,0.9058870036088269,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,20000,40,40.0,40,0.0,20000,0.005878644995391369,23.43826146799256,3.405737652996322,16.02644745899306,0.005270221998216584,0.0023166309983935207,241.03604696590628,3.992610858011176,0.014792011,0.00012272669,1.4551915e-11,0.00052436686,0.0104272,0.00010927435,1.432543e-11,0.0003713952,1.0,0.33333197,-1.0,0.9427683,-0.3777343,0.6385809,0.3787235,0.32957074,0.020614333,0.5414338,0.3793257,0.3399683,0.017351748,0.56725043,0.37921846,0.3399333,0.017324533,0.0001227267,0.000109274355
