Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/reward_dist Max,eval/env_infos/final/reward_dist Mean,eval/env_infos/final/reward_dist Min,eval/env_infos/final/reward_dist Std,eval/env_infos/initial/reward_dist Max,eval/env_infos/initial/reward_dist Mean,eval/env_infos/initial/reward_dist Min,eval/env_infos/initial/reward_dist Std,eval/env_infos/reward_dist Max,eval/env_infos/reward_dist Mean,eval/env_infos/reward_dist Min,eval/env_infos/reward_dist Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/reward_dist Max,expl/env_infos/final/reward_dist Mean,expl/env_infos/final/reward_dist Min,expl/env_infos/final/reward_dist Std,expl/env_infos/initial/reward_dist Max,expl/env_infos/initial/reward_dist Mean,expl/env_infos/initial/reward_dist Min,expl/env_infos/initial/reward_dist Std,expl/env_infos/reward_dist Max,expl/env_infos/reward_dist Mean,expl/env_infos/reward_dist Min,expl/env_infos/reward_dist Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
0,0,0.0018348817,1.5126678e-05,-0.001664734,0.00037249963,121.12219608609553,20,124.7402048530117,121.12219608609553,120.9297832787511,0.8300681373302222,5.5330201557288134,4.84488784344382,0.25643288738402026,1.3594367114536483,5.481543849214023,5.323397640858261,5.314986923164969,0.03628298455062394,0.26443112215260006,0.25683675569405484,0.25643288738402026,0.001742350513641156,5.5330201557288134,4.84488784344382,0.25643288738402026,1.3594367114536483,20,500,25,25.0,25,0.0,0.9977519,0.031746946,-0.9986837,0.6378781,64.89603805372555,4,108.93415843690899,64.89603805372555,32.906366779072044,29.021944826573826,7.523041766589096,2.595841522149022,4.388647729518706e-07,2.793763452638065,7.2514237296505595,1.902995129843215,4.388647729518706e-07,3.0914219696793612,0.355509827890208,0.31319951521968037,0.25570428037670784,0.042653756364789464,7.523041766589096,2.595841522149022,4.388647729518706e-07,2.793763452638065,44,1100,25,25.0,25,0.0,1100,0.00033256399910897017,8.337153829983436,2.8073403980233707,0.1643493790179491,0.001785280997864902,5.351157345925458,0.012165784020908177,11.816665120888501,2.3077998775988817e-05,1.0,-0.0,-5.1997356,-8.032713,-9.740522,0.7820023,-8.003777,55.15928,10.3917885,5.087607,5.152987,0.09927774,0.020686336,-0.011051332,0.0253349,-0.00017998507,-0.02887341,-0.15249011,0.027800525,134.12338,135.14044,1000,0.056300122,0.0012941491,-0.051228527,0.01170222,0.04444796,-0.0025494487,-0.050618622,0.011891962,1.0454506,0.9975242,0.95064116,0.011821765
1,1,0.99640185,-0.13348679,-0.9989037,0.93521893,6.740917477036371,20,15.728500558728179,6.740917477036371,6.250051640804966,2.061905546661203,0.8504762111947238,0.2696366990814548,0.23335670261059235,0.09750505004695392,0.6239299596441359,0.25336100931871486,0.23335670261059235,0.08501522634117832,0.4588267815643354,0.3503181633025708,0.3375250209428355,0.024961994225206365,0.8504762111947238,0.2696366990814548,0.23335670261059235,0.09750505004695392,40,1000,25,25.0,25,0.0,0.9997282,-0.13472405,-0.99992764,0.82766515,32.56065466218907,4,58.01677293714809,32.56065466218907,17.56692643904143,15.324343063968323,6.5029088553404755,1.3024261864875633,4.4673646623855335e-05,1.573030433178476,4.691500748451891,1.349113598218121,4.4673646623855335e-05,1.9509995678864618,0.46351535099583163,0.39850539970016136,0.3457891195753725,0.042570324726034746,6.5029088553404755,1.3024261864875633,4.4673646623855335e-05,1.573030433178476,48,1200,25,25.0,25,0.0,1200,0.0003417209954932332,6.0885327068390325,0.48141213197959587,0.13896004896378145,0.0018785549909807742,5.4621902159415185,0.003725968999788165,18.1494201804162,2.406496787443757e-05,0.7848876118659973,-0.8883907794952393,40.34488,8.332218,-16.273197,12.090026,-144.71477,1519.0098,86.867485,18.572212,118.58663,1471.8783,86.985535,20.688082,118.97829,1469.7733,87.41948,19.210257,120.29062,2003.1465,2168.3794,2000,0.9960371,-0.13299431,-0.99803245,0.7538371,-0.010465478,-0.42790225,-0.91853803,0.20540175,0.9895891,0.6657272,0.3991021,0.13642387
2,2,0.9999956,-0.34957975,-0.99999666,0.8907039,10.014510591897514,20,14.92971184449673,10.014510591897514,4.647261867131119,4.978205569054344,1.9324904278820625,0.40058042367590047,0.006467677898083953,0.371927620561081,0.49964123946043376,0.28988615022382663,0.05280617672874824,0.21647305863613608,0.4438660871705524,0.42710756683792184,0.35199443629969424,0.019750246509000004,1.9324904278820625,0.40058042367590047,0.006467677898083953,0.371927620561081,60,1500,25,25.0,25,0.0,0.99999654,-0.16360597,-0.9999907,0.911388,8.618966293733251,4,16.950588426393224,8.618966293733251,3.3571196896694753,5.467649804026334,2.5450328382383396,0.34475865174933007,0.0007968521602938826,0.4153218669110813,0.6504554569875959,0.23421536035529295,0.005649741146649402,0.2504181917959661,0.4330081709605967,0.4084049208051491,0.34949819179258873,0.03448903375118046,2.5450328382383396,0.34475865174933007,0.0007968521602938826,0.4153218669110813,52,1300,25,25.0,25,0.0,1300,0.00033930601784959435,6.267982965684496,0.709758544981014,0.16571476199897006,0.0017226189957000315,5.38746921060374,0.0029547930462285876,24.64826428279048,2.373004099354148e-05,0.7543732523918152,1.7869654893875122,75.839584,18.339725,-5.9539795,13.658059,-504.8703,3348.2578,387.55682,33.168068,448.63235,3393.3835,390.63068,46.941437,413.26114,3400.8323,390.1681,43.1047,422.5517,41995.617,43205.383,3000,0.9998616,-0.062399972,-0.9999795,0.8586068,-0.062039714,-0.55289507,-1.7281814,0.18751326,0.93984556,0.58517075,0.17760712,0.107284896
3,3,0.99985975,-0.020857638,-0.99942523,0.8856298,1.702026580792678,20,1.8365614924704154,1.702026580792678,1.6594664794573948,0.03284371212570599,0.9245473011671753,0.06808106323170712,9.520801921215785e-05,0.13523123640233262,0.0013110832763157105,0.0008847066331093004,0.00017242740899904512,0.0004246912412571673,0.454648166132643,0.2744813084491414,0.2530332661126436,0.042181030387614296,0.9245473011671753,0.06808106323170712,9.520801921215785e-05,0.13523123640233262,80,2000,25,25.0,25,0.0,0.99992484,-0.014656105,-0.9998724,0.8850107,1.9436341771724597,4,2.2668433364761023,1.9436341771724597,1.7327059472597615,0.1975942315107943,0.6111160984221448,0.07774536708689839,0.00013600254676677837,0.15180957249609847,0.0021168269275681933,0.0007373726003795138,0.00014974162315863513,0.0008002854225505839,0.28458182992918346,0.2778560971213176,0.2705803588686539,0.005419586810605748,0.6111160984221448,0.07774536708689839,0.00013600254676677837,0.15180957249609847,56,1400,25,25.0,25,0.0,1400,0.0003386419848538935,6.77675549313426,1.109449697949458,0.24275474599562585,0.0017465439741499722,5.419471015164163,0.0029716240242123604,31.65039529890055,2.3224041797220707e-05,1.005078911781311,-0.05598466098308563,57.650497,23.051104,5.6777925,9.372917,-1350.9579,11180.774,1037.5553,198.93336,1009.01196,10487.52,1038.6829,229.51498,934.9688,10397.901,1036.4646,227.12837,938.31287,86999.73,86977.71,4000,0.99976087,0.027668031,-0.99999803,0.8910838,0.23052846,-0.6597755,-1.6756171,0.17005779,1.2592653,0.52439356,0.18719263,0.08935606
4,4,0.99999994,-0.4643605,-0.99999994,0.80184823,4.354545583303597,20,5.799595369873965,4.354545583303597,3.4939228718512054,0.7847818758375299,1.125562554991975,0.17418182333214388,0.004393202673739692,0.2609219153398345,0.15935227784721281,0.05762226631273827,0.01633076196284145,0.05284554195925941,0.4374135701918521,0.3781646666248369,0.2918111516287469,0.03380824251748286,1.125562554991975,0.17418182333214388,0.004393202673739692,0.2609219153398345,100,2500,25,25.0,25,0.0,1.0,-0.4425305,-0.99999994,0.80638736,4.56920964039147,4,5.8512431943683305,4.56920964039147,3.721894877182901,0.7871465135313558,1.905339365782022,0.1827683856156588,0.00025166808879841277,0.3176920400235429,0.06004147554575875,0.029046979599051517,0.00025166808879841277,0.021604660670125404,0.3938623402021548,0.36880106754304726,0.3443623352798621,0.023544689274230472,1.905339365782022,0.1827683856156588,0.00025166808879841277,0.3176920400235429,60,1500,25,25.0,25,0.0,1500,0.0003425240283831954,6.38037988479482,0.8138962279772386,0.16992648999439552,0.0017572580254636705,5.391494272800628,0.0029393499717116356,38.25410422269488,2.3761996999382973e-05,1.5687487125396729,-10.246071815490723,90.157814,34.754974,11.096219,10.423552,-5212.4746,30130.674,4020.5374,1747.3912,3769.2175,29282.904,4074.5798,1561.217,3556.3618,29259.28,4058.8682,1531.2139,3544.2512,1981287.2,1823520.5,5000,0.99999917,-0.24409325,-0.9999994,0.9151308,0.08019283,-0.72999746,-2.2006662,0.19819832,1.083496,0.49068853,0.11072936,0.08828933
5,5,0.99941266,-0.29218212,-0.9997334,0.8942577,51.643475795256315,20,61.56746088259269,51.643475795256315,51.110481608939466,2.2767259927931485,2.6537842864834897,2.0657390318102524,0.3053186396901173,0.44439036057179554,2.6537842864834897,2.2022965704939974,2.1780801123880074,0.10357873160223581,0.3693795694711613,0.36615196921148635,0.3053186396901173,0.013956333022572794,2.6537842864834897,2.0657390318102524,0.3053186396901173,0.44439036057179554,120,3000,25,25.0,25,0.0,0.9999999,-0.1979525,-1.0,0.91730523,48.32259528439654,4,62.0951539768269,48.32259528439654,13.31854214865403,20.28316253888653,3.1899326003546418,1.9329038113758612,2.590489884734891e-08,1.0636189719301665,2.582974806238649,1.1526639000820085,2.590489884734891e-08,0.9481406302767985,0.41703402498682346,0.3901576945351273,0.3660550229261459,0.0227931024365512,3.1899326003546418,1.9329038113758612,2.590489884734891e-08,1.0636189719301665,64,1600,25,25.0,25,0.0,1600,0.0003452179953455925,6.011919561889954,0.4580373279750347,0.11983909498667344,0.0017378550255671144,5.428950370871462,0.0029852220322936773,44.48986342235003,2.4473003577440977e-05,2.2941389083862305,-20.042381286621094,68.94981,36.13705,17.05852,9.082765,-11959.469,69922.85,10311.41,4021.2305,8053.569,72998.83,10290.844,3962.625,7786.085,72300.14,10292.691,3923.2222,7772.169,6152554.0,6291202.0,6000,0.99999094,-0.13193618,-0.99998826,0.9369008,0.121122204,-0.7858562,-2.810168,0.27941242,1.1287628,0.47128734,0.060194876,0.11047582
6,6,0.99993664,0.059646815,-0.9998377,0.8739795,26.177191612107134,20,26.313137848821388,26.177191612107134,23.594213114536316,0.5925759075920901,2.286841655059409,1.0470876644842853,0.3732630916628917,0.3685123373061207,0.9575579818830988,0.9536846722463199,0.8800917891475187,0.01688336528376191,0.45518465224726906,0.4510885742180501,0.3732630916628917,0.017854390194222292,2.286841655059409,1.0470876644842853,0.3732630916628917,0.3685123373061207,140,3500,25,25.0,25,0.0,0.9999994,-0.026973432,-0.99999976,0.9182566,15.80129667131122,4,20.3412213759193,15.80129667131122,7.924661296645477,4.768535744756435,2.4887478035958015,0.6320518668524491,0.0032482323773825937,0.6611871027116798,0.5988766989198111,0.2881541376128898,0.0032482323773825937,0.2771346872235835,0.4557276617128445,0.4332708096564959,0.40161424316722716,0.023219457292773506,2.4887478035958015,0.6320518668524491,0.0032482323773825937,0.6611871027116798,68,1700,25,25.0,25,0.0,1700,0.00033337197965011,6.0387629849719815,0.49221882497658953,0.12256754498230293,0.001721378997899592,5.418932353088167,0.0029654219979420304,50.74603238480631,2.408894943073392e-05,3.200763702392578,-28.72432518005371,100.15211,36.69021,16.898113,10.14041,-21963.918,117292.93,20293.797,7973.8003,12465.411,119879.24,19846.582,8460.549,10502.596,120134.78,19849.898,8813.4375,10548.117,35979040.0,36399710.0,7000,0.9999848,-0.18165807,-0.9999945,0.919289,1.017056,-0.82572293,-3.4055488,0.35905856,2.7650425,0.46293578,0.033188604,0.14954518
7,7,0.99941415,-0.3669916,-0.9989897,0.8183101,54.11637003060086,20,64.0812438823607,54.11637003060086,53.58033000921519,2.2861013940115353,2.7234838184042656,2.1646548012240348,0.38189988844124034,0.4395635384286149,2.7234838184042656,2.295878996284085,2.272929724845201,0.09809933410732007,0.45672897554169267,0.3867227715117921,0.38189988844124034,0.01606281160212484,2.7234838184042656,2.1646548012240348,0.38189988844124034,0.4395635384286149,160,4000,25,25.0,25,0.0,0.99999946,-0.28495607,-0.9998675,0.81465703,43.864082421177585,4,63.94159191784382,43.864082421177585,12.995144957216429,19.35910482523242,2.847548193805814,1.7545632968471028,0.02298472903221374,0.9582460262127562,2.7232179298430066,1.7266266916612074,0.02298472903221374,1.0374917081989328,0.4420116550624977,0.3913010009554002,0.3603603698581905,0.03065319536452875,2.847548193805814,1.7545632968471028,0.02298472903221374,0.9582460262127562,72,1800,25,25.0,25,0.0,1800,0.0003326960140839219,5.995955607271753,0.4697260829852894,0.11677122703986242,0.0017326980014331639,5.4044295031926595,0.0029393400182016194,56.96054371254286,2.4060020223259926e-05,4.395813465118408,-37.899105072021484,74.92663,37.596214,15.355338,9.954451,-41394.535,215053.83,37673.586,15722.372,23244.17,218397.14,37916.0,16360.537,22872.664,217837.53,37901.04,15630.618,22875.922,30031146.0,31597204.0,8000,0.999996,-0.2457596,-0.9999998,0.89501137,0.47239435,-0.874053,-3.1698399,0.36892572,1.6038297,0.441969,0.042010326,0.13764474
8,8,1.0,-0.222668,-1.0,0.91024435,5.9414400779125405,20,7.219321375540886,5.9414400779125405,4.685738518959993,1.0406649503270544,1.556655344071416,0.23765760311650164,0.003909028309729354,0.3421960206970233,0.20232328672939787,0.10412454971145671,0.032782885031039134,0.07550694587904105,0.48980886671139495,0.43604344157253055,0.357276236850013,0.051292941338979596,1.556655344071416,0.23765760311650164,0.003909028309729354,0.3421960206970233,180,4500,25,25.0,25,0.0,1.0,-0.13745353,-1.0,0.9124384,5.316426041382879,4,6.494312046366128,5.316426041382879,4.83459191664398,0.6824508741511676,1.4653789223073892,0.21265704165531518,0.0039049503371780298,0.32847647400154234,0.12679247063852592,0.05437481378062075,0.018170431421042216,0.044004278165408556,0.46293849113816576,0.39452742923603373,0.3560821476805614,0.04108368936395251,1.4653789223073892,0.21265704165531518,0.0039049503371780298,0.32847647400154234,76,1900,25,25.0,25,0.0,1900,0.0003360279952175915,6.535365896648727,0.9156745460350066,0.20988710800884292,0.001725464011542499,5.404778090596665,0.002940231002867222,63.71173282555537,2.4428998585790396e-05,5.983310222625732,-51.47721862792969,106.43182,40.77472,19.135702,10.4804945,-63751.117,292020.34,59594.477,29366.006,34374.156,295389.84,58973.266,28698.324,33533.574,295893.03,58799.836,29577.639,33227.06,230991870.0,222852180.0,9000,0.99999994,-0.11084733,-1.0,0.93196326,0.25471768,-0.8798683,-3.2216244,0.39765203,1.2900974,0.4436089,0.03989021,0.14777464
9,9,0.99999905,0.19667257,-0.99999994,0.8873826,5.822038205706541,20,7.56374421138955,5.822038205706541,4.0058074898526845,0.565558639202069,1.3962273504700922,0.23288152822826164,0.0058112630567221995,0.19667016136342025,0.4243809775724995,0.25734837022781315,0.01416225355542318,0.06617885225068863,0.48422076995349284,0.41417171781296896,0.3449363923001953,0.022037066794079598,1.3962273504700922,0.23288152822826164,0.0058112630567221995,0.19667016136342025,200,5000,25,25.0,25,0.0,1.0,-0.051901177,-1.0,0.91780317,4.246205180927294,4,5.340923748593588,4.246205180927294,2.560182437841423,1.0434149801946435,1.0909229283936572,0.16984820723709182,0.003186613739609185,0.21902677351330047,0.25806293268726094,0.13381542423611012,0.003186613739609185,0.09016924663793642,0.4316607974418705,0.42138899948351144,0.4084358147785013,0.010121628259902203,1.0909229283936572,0.16984820723709182,0.003186613739609185,0.21902677351330047,80,2000,25,25.0,25,0.0,2000,0.0003488170332275331,6.33442242781166,0.7424711339990608,0.1818923539831303,0.0017183679738081992,5.4050018167472444,0.002965602034237236,70.26233320636675,2.4336040951311588e-05,8.167160987854004,-61.92026901245117,75.89641,41.48414,16.973486,9.521548,-98874.375,351580.66,92683.55,48669.164,48833.855,343804.7,92142.17,47093.59,46468.79,339460.12,91989.4,46241.277,46429.773,138089860.0,135338990.0,10000,0.99999994,-0.06943837,-0.9999979,0.9335288,0.52264154,-0.9095986,-3.2831645,0.42981017,1.6864767,0.43485722,0.03750937,0.15479071
