Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/reward_dist Max,eval/env_infos/final/reward_dist Mean,eval/env_infos/final/reward_dist Min,eval/env_infos/final/reward_dist Std,eval/env_infos/initial/reward_dist Max,eval/env_infos/initial/reward_dist Mean,eval/env_infos/initial/reward_dist Min,eval/env_infos/initial/reward_dist Std,eval/env_infos/reward_dist Max,eval/env_infos/reward_dist Mean,eval/env_infos/reward_dist Min,eval/env_infos/reward_dist Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/reward_dist Max,expl/env_infos/final/reward_dist Mean,expl/env_infos/final/reward_dist Min,expl/env_infos/final/reward_dist Std,expl/env_infos/initial/reward_dist Max,expl/env_infos/initial/reward_dist Mean,expl/env_infos/initial/reward_dist Min,expl/env_infos/initial/reward_dist Std,expl/env_infos/reward_dist Max,expl/env_infos/reward_dist Mean,expl/env_infos/reward_dist Min,expl/env_infos/reward_dist Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Min,trainer/Bellman Errors 2 Std,trainer/Policy Action Max,trainer/Policy Action Mean,trainer/Policy Action Min,trainer/Policy Action Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss
0,0,0.00012358873,-1.1713707e-06,-6.38576e-05,1.9552457e-05,0.3595310964840236,10,1.14595816872587,0.3595310964840236,0.0017721120267037982,0.3763292458446812,0.16181993834260133,0.00898827741210059,0.0,0.026774125440761253,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16181993834260133,0.00898827741210059,0.0,0.026774125440761253,10,400,40,40.0,40,0.0,0.34352395523450036,-0.0012686579327484122,-0.374021814356676,0.10015099350107287,0.43286199696188604,50,2.211493746685692,0.43286199696188604,0.0,0.5509847008351965,0.2594909074442773,0.01082154992404715,0.0,0.0333006221144787,8.338798185292262e-08,1.6677596370584524e-09,0.0,1.1674317459409165e-08,0.0033644420088603244,9.737054762174236e-05,0.0,0.0005028224912652358,0.2594909074442773,0.01082154992404715,0.0,0.0333006221144787,50,2000,40,40.0,40,0.0,2000,0.008344111003680155,24.14858801700757,3.3999117229977855,17.00824263800314,0.0054333680018316954,0.0024974100015242584,28.20221130199934,3.724158766999608,0.06731243,0.0012722249,4.461433e-16,0.0052267867,0.06728301,0.0012710316,6.127015e-16,0.00522308,0.00021201556,-1.0222087e-06,-0.00010152242,2.0522075e-05,-0.0013421705,0.2594923,0.011009367,-0.00032717505,0.03393672,0.0002517751,5.538192e-05,-0.000105808496,4.935073e-05,0.0003313172,6.371454e-05,-0.00018843716,6.941913e-05,0.0012722248,0.0012710316
1,1,1.0,0.33291876,-1.0,0.94250953,38.08983133018119,10,39.39104351045163,38.08983133018119,37.02538815108309,0.7819511977155886,1.570577449524071,0.9522457832545298,0.0,0.6197008769250478,1.570577449524071,1.5689025303540376,1.565589096333417,0.0017900751422787744,0.013659853424967228,0.0015541982953450662,0.0,0.004074048155594668,1.570577449524071,0.9522457832545298,0.0,0.6197008769250478,20,800,40,40.0,40,0.0,1.0,0.3202205855977561,-1.0,0.907093026015933,37.91392517656137,50,39.49243863901611,37.91392517656137,36.03677927601736,0.8737621452485728,1.570795171017953,0.9478481294140343,0.0,0.6195862369539344,1.570795171017953,1.5694424124093305,1.5638948876136194,0.001607039695289048,0.012950397348550746,0.0018107665784605276,0.0,0.0036671901998969955,1.570795171017953,0.9478481294140343,0.0,0.6195862369539344,100,4000,40,40.0,40,0.0,4000,0.0060409709985833615,25.319935074003297,3.5999456369972904,17.948342572999536,0.005297954005072825,0.0024755510021350347,53.52409259000706,3.757832388000679,2.7327676,0.19229531,5.899503e-10,0.2983817,2.5460813,0.21633974,5.030998e-11,0.340059,1.0,0.3330445,-1.0,0.94260126,-2.3860369,2.5568807,0.8582097,0.1837362,0.7134191,1.616395,0.7823367,0.29817176,0.48341516,1.7506444,0.7378891,0.29027966,0.42967847,0.19229531,0.21633975
2,2,1.0,0.44457316,-1.0,0.81038266,37.170916055772395,10,42.25947537228474,37.170916055772395,0.03657281134566315,12.40009816941209,1.5707816771269139,0.92927290139431,0.0,0.6545370915401947,1.5707816771269139,1.4127714673601022,0.0,0.4709251115184531,0.009671981020940468,0.0018553686881921162,0.0,0.002977918800601985,1.5707816771269139,0.92927290139431,0.0,0.6545370915401947,30,1200,40,40.0,40,0.0,1.0,0.42552661682072834,-1.0,0.7828444731047705,29.610983985875965,50,42.10513068021784,29.610983985875965,0.0031290318589762833,17.6318838869878,1.5707921386937134,0.7402745996468991,0.0,0.6878018272636045,1.5707921386937134,1.159695013050879,0.0,0.6874730404210312,0.01866486548493751,0.0017058591534016543,0.0,0.004808386020485848,1.5707921386937134,0.7402745996468991,0.0,0.6878018272636045,150,6000,40,40.0,40,0.0,6000,0.008355950994882733,25.16762286098674,3.532125346995599,17.843124357998022,0.005364661003113724,0.002344038999581244,78.69357593099994,3.7763085049955407,106.14578,0.23889607,4.604317e-12,3.1956296,69.19971,0.1577709,7.3260367e-09,1.9060141,1.0,0.44750902,-1.0,0.8074211,-2.6206791,7.186359,2.4859977,0.50976074,1.4825965,11.511033,2.532581,0.5503964,1.4286927,9.526961,2.4407656,0.48458397,1.4170105,0.23889607,0.15777089
3,3,1.0,0.31541795,-1.0,0.91882724,34.19373931571731,10,39.12125848215072,34.19373931571731,0.03085165275448687,11.402316457637637,1.5707795893213745,0.8548434828929325,0.0,0.6561809840953713,1.5707795893213745,1.4131585014657597,0.0,0.4710531795316312,0.0,0.0,0.0,0.0,1.5707795893213745,0.8548434828929325,0.0,0.6561809840953713,40,1600,40,40.0,40,0.0,1.0,0.30576751624426074,-1.0,0.8899910051947941,37.819987976884256,50,39.39747834761733,37.819987976884256,36.33798820338508,0.7632532695892024,1.5707943843783791,0.9454996994221064,0.0,0.620037094285527,1.5707943843783791,1.5689905394103014,1.5638721273194964,0.0019981991289119583,0.013839558630721838,0.0011350584876157433,0.0,0.0031530837037856882,1.5707943843783791,0.9454996994221064,0.0,0.620037094285527,200,8000,40,40.0,40,0.0,8000,0.00613884500489803,25.018165023007896,3.4449842410031124,17.698015431000385,0.0052992679993622005,0.0023756950031383894,103.71355456100719,3.8613515429969993,2.1732094,0.022149097,2.2737368e-11,0.05966742,2.1836972,0.019619297,5.1301186e-10,0.055899866,1.0,0.31683502,-1.0,0.9214661,-3.8780134,7.2610044,3.8192928,0.50686973,2.4408672,7.1171694,3.8682885,0.5817115,2.459921,7.073645,3.84529,0.5658517,2.4517665,0.022149095,0.019619297
4,4,1.0,0.4124667,-1.0,0.8048171,38.41084331713006,10,39.551232417279536,38.41084331713006,37.0725269447419,0.8753206258555662,1.5707636168283277,0.9602710829282515,0.0,0.6181957388437471,1.5707636168283277,1.5691369224259102,1.5664089615776915,0.0016655378010652316,0.0037106825978747704,0.0007928769390223467,0.0,0.0014384407575458152,1.5707636168283277,0.9602710829282515,0.0,0.6181957388437471,50,2000,40,40.0,40,0.0,1.0,0.39880758803440175,-1.0,0.7797378186587963,37.82121444421954,50,39.3045222659068,37.82121444421954,36.15118990298506,0.85603823021567,1.5707933801303022,0.9455303611054884,0.0,0.6203753731415846,1.5707933801303022,1.5689408808383252,1.5630734896220826,0.0021726742829415954,0.010780860755668753,0.0009478754762234365,0.0,0.0022803397637109727,1.5707933801303022,0.9455303611054884,0.0,0.6203753731415846,250,10000,40,40.0,40,0.0,10000,0.005997680003929418,25.164911050007504,3.4622841279997374,17.70247176099656,0.005328343002474867,0.002426503000606317,128.88028804401256,3.986402635004197,1.3574588,0.041878764,3.7252903e-09,0.08576316,1.5055623,0.04854216,3.953778e-08,0.09344836,1.0,0.42362082,-1.0,0.7965529,-5.737057,9.464743,5.5301557,0.6219337,3.2250574,9.302189,5.5687532,0.74223125,3.2092993,9.248826,5.523731,0.69923854,3.1778228,0.041878767,0.048542157
5,5,1.0,0.39652756,-1.0,0.82271206,36.7141872071205,10,37.71832762167628,36.7141872071205,35.30698243338044,0.6400755056500179,1.5706673568254454,0.9178546801780125,0.0,0.6239641913856206,1.5706673568254454,1.5694653565887056,1.5680911776154858,0.0008149381564414658,0.011396924032510913,0.0012477985512263866,0.0,0.0033983607678026734,1.5706673568254454,0.9178546801780125,0.0,0.6239641913856206,60,2400,40,40.0,40,0.0,1.0,0.3838251889096911,-1.0,0.799815097410083,36.23082778603192,50,38.06945653280608,36.23082778603192,34.15074044666597,0.908989692237667,1.570794212929804,0.9057706946507977,0.0,0.6270816858185752,1.570794212929804,1.5689188604793907,1.5629037167385196,0.0022253590704992797,0.013320039936896677,0.0014143392494153284,0.0,0.0032682313572593843,1.570794212929804,0.9057706946507977,0.0,0.6270816858185752,300,12000,40,40.0,40,0.0,12000,0.008330564000061713,25.298980150000716,3.502384013001574,17.696874508998008,0.0053311439987737685,0.0023813480001990683,154.18146596401493,4.0836785720021,3.4369547,0.039874997,8.185452e-12,0.10755962,3.088609,0.03810601,5.1159077e-09,0.106656164,1.0,0.40544096,-1.0,0.81709737,-7.214324,11.525045,7.079427,0.4514133,3.8150804,11.372786,7.139387,0.6097779,3.8214486,11.381286,7.1255054,0.59239346,3.8296118,0.039874997,0.03810601
6,6,1.0,0.4069101,-1.0,0.8498733,37.8681655842624,10,38.770528421637266,37.8681655842624,36.90361654881378,0.6341183044461123,1.570764525824642,0.94670413960656,0.0,0.6231625825765461,1.570764525824642,1.5689784288917816,1.5619488322623443,0.002675323301336198,0.0,0.0,0.0,0.0,1.570764525824642,0.94670413960656,0.0,0.6231625825765461,70,2800,40,40.0,40,0.0,1.0,0.3892661267149379,-1.0,0.8223985416286617,31.61055545304475,50,39.11736015839773,31.61055545304475,0.0,13.760809251183652,1.570793109455096,0.7902638863261189,0.0,0.6661111332301327,1.570793109455096,1.318268238846866,0.0,0.5751276993404824,0.009269375751410402,0.0003885532242869028,0.0,0.0015981367795740186,1.570793109455096,0.7902638863261189,0.0,0.6661111332301327,350,14000,40,40.0,40,0.0,14000,0.008340954998857342,25.950356399000157,3.5563018890024978,18.267036355995515,0.00534243299625814,0.002410794004390482,180.13371836302395,4.110923972002638,5.0625954,0.07218371,2.8521754e-09,0.21975665,3.3614583,0.05199079,3.637979e-12,0.16607854,1.0,0.4114355,-1.0,0.84686047,-8.487468,13.519768,8.474159,-0.14503577,4.443395,13.440823,8.630129,-0.3569628,4.465606,13.343998,8.570972,-0.2389065,4.457013,0.07218371,0.05199079
7,7,1.0,0.35851172,-1.0,0.860618,38.082328831983844,10,39.76604426632089,38.082328831983844,37.057545059022935,0.9114243565919612,1.5707812840597555,0.9520582207995963,0.0,0.622486313578845,1.5707812840597555,1.5694855097817357,1.5622805393110746,0.0024541121679037214,0.009578527917452062,0.001619234353624721,0.0,0.003305624830274036,1.5707812840597555,0.9520582207995963,0.0,0.622486313578845,80,3200,40,40.0,40,0.0,1.0,0.34541869298037836,-1.0,0.8354329869582856,37.14937503157795,50,39.05687233426501,37.14937503157795,0.03311791807360964,5.349384204520737,1.5707753059723373,0.9287343757894487,0.0,0.6275425626467591,1.5707753059723373,1.5381061515310481,0.0,0.2197373445995986,0.006485419874797227,0.0006625652738754662,0.0,0.001596408270513901,1.5707753059723373,0.9287343757894487,0.0,0.6275425626467591,400,16000,40,40.0,40,0.0,16000,0.0061074570039636455,25.471956683017197,3.4914134400023613,17.734440138003265,0.005341157004295383,0.0024199239996960387,205.60757093403663,4.232234567003616,8.303363,0.035465263,2.185061e-08,0.15812163,7.422083,0.034413643,1.6816557e-09,0.14302681,1.0,0.36914346,-1.0,0.8607416,-10.002117,15.196067,9.856824,-0.23401658,4.9696317,15.06652,9.843666,-0.081443384,4.959026,15.030641,9.841674,-0.069072984,4.955304,0.035465263,0.034413647
8,8,1.0,0.35720646,-1.0,0.8545446,37.74580256449437,10,39.31015055142119,37.74580256449437,36.78716011508312,0.7022403781983501,1.5707412330324488,0.9436450641123594,0.0,0.622856195813528,1.5707412330324488,1.5670643641700377,1.5625683380464357,0.003307779790639324,0.011013407347838289,0.001101340734783829,0.0,0.0033040222043514865,1.5707412330324488,0.9436450641123594,0.0,0.622856195813528,90,3600,40,40.0,40,0.0,1.0,0.3419040011895209,-1.0,0.8314897807478074,37.800491131116694,50,39.25842407106318,37.800491131116694,35.965633290355875,0.8147844900018654,1.570772075421719,0.9450122782779172,0.0,0.6212280714409603,1.570772075421719,1.5695276353596581,1.5640530525799408,0.001598977509847078,0.006875327029564504,0.0006148919171521605,0.0,0.0016884033389776435,1.570772075421719,0.9450122782779172,0.0,0.6212280714409603,450,18000,40,40.0,40,0.0,18000,0.009296760996221565,25.919857841996418,3.5907047360014985,18.280935870003304,0.005359522998332977,0.0023660930019104853,231.5292552150422,4.03119485899515,1.1058675,0.038709693,5.2532414e-09,0.08636083,1.0768969,0.036364965,4.3301043e-09,0.07620237,1.0,0.36328384,-1.0,0.85694206,-11.269083,16.72303,11.210529,-0.45653588,5.426905,16.656952,11.259314,-0.52408123,5.432429,16.527084,11.184065,-0.3367724,5.413735,0.038709693,0.036364965
9,9,1.0,0.225467,-1.0,0.87426203,8.007601613947383,10,40.2880321760405,8.007601613947383,0.0,16.00740118195908,1.569884956091346,0.2001900403486846,0.0,0.48324617931180947,1.569884956091346,0.31397062770275397,0.0,0.6279412555667266,0.01626524711164623,0.001634945094560969,0.0,0.0048768319559554275,1.569884956091346,0.2001900403486846,0.0,0.48324617931180947,100,4000,40,40.0,40,0.0,1.0,0.3108038639259243,-1.0,0.825724396858466,13.43679244616902,50,41.89885278143178,13.43679244616902,0.0,18.070247904716236,1.570744501695923,0.3359198111542255,0.0,0.5805903617292321,1.570744501695923,0.5644752173619336,0.0,0.7526353867267243,0.022131284755937397,0.0006058892066471388,0.0,0.003271569530684063,1.570744501695923,0.3359198111542255,0.0,0.5805903617292321,500,20000,40,40.0,40,0.0,20000,0.00609694800368743,25.196392887010006,3.464186338002037,17.511121823001304,0.005365431003156118,0.0023768809987814166,256.727430382045,4.207245466001041,109.48677,0.22618863,1.7209913e-09,2.3203928,74.45241,0.1603969,1.2028067e-08,1.8388476,1.0,0.30332723,-1.0,0.85548043,-11.830872,18.083273,11.777153,-0.42802483,5.859002,18.21738,11.864045,-0.47116405,5.790688,17.875114,11.757595,-0.41374916,5.8655934,0.22618864,0.1603969
